dataset,model,n_attacks,struct_attrs,embed,aux_cols,secret,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_23,True,0.0,0.0,0.4402
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_23,True,0.0,0.0,0.2307
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_23,True,0.0,0.0,0.1443
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_24,True,0.9578,0.9346,0.981
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_24,True,0.9542,0.9305,0.9779
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_25,True,0.4617,0.3334,0.59
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_25,True,0.2683,0.1376,0.399
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_25,True,0.0893,0.0,0.3154
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_26,True,0.523,0.3012,0.7448
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_26,False,0.0,0.0,0.432
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_26,True,0.2359,0.0,0.5338
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_27,True,0.6864,0.5442,0.8287
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_27,True,0.0461,0.0,0.5057
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_27,True,0.09,0.0,0.5171
ego-facebook,edge,-1,['clus_coef'],False,all,attr_0,True,0.8953,0.8352,0.9554
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,['clus_coef'],False,all,attr_0,True,0.8335,0.7424,0.9246
ego-facebook,edge,-1,['clus_coef'],False,all,attr_1,True,0.8813,0.7903,0.9723
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,['clus_coef'],False,all,attr_1,True,0.6657,0.4365,0.8949
ego-facebook,edge,-1,['clus_coef'],False,all,attr_2,True,0.3179,0.0,0.7078
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,['clus_coef'],False,all,attr_2,True,0.0,0.0,0.5656
ego-facebook,edge,-1,['clus_coef'],False,all,attr_3,True,0.7666,0.654,0.8792
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,['clus_coef'],False,all,attr_3,True,0.5759,0.3892,0.7626
ego-facebook,edge,-1,['clus_coef'],False,all,attr_4,True,0.1897,0.0,0.5529
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_4,False,0.0,0.0,0.6139
ego-facebook,grum,-1,['clus_coef'],False,all,attr_4,True,0.0,0.0,0.0
ego-facebook,edge,-1,['clus_coef'],False,all,attr_5,True,0.706,0.3827,1.0
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,['clus_coef'],False,all,attr_5,True,0.6304,0.2724,0.9884
ego-facebook,edge,-1,['clus_coef'],False,all,attr_6,True,0.8897,0.7653,1.0
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,['clus_coef'],False,all,attr_6,True,0.9268,0.8497,1.0
ego-facebook,edge,-1,['clus_coef'],False,all,attr_7,True,0.63,0.5218,0.7382
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_7,True,0.4589,0.3464,0.5714
ego-facebook,grum,-1,['clus_coef'],False,all,attr_7,True,0.5316,0.413,0.6501
ego-facebook,edge,-1,['clus_coef'],False,all,attr_8,True,0.535,0.4157,0.6543
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_8,False,0.0,0.0,0.12
ego-facebook,grum,-1,['clus_coef'],False,all,attr_8,True,0.2285,0.072,0.3849
ego-facebook,edge,-1,['clus_coef'],False,all,attr_9,True,0.6415,0.5399,0.7431
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_9,True,0.3423,0.237,0.4476
ego-facebook,grum,-1,['clus_coef'],False,all,attr_9,True,0.4333,0.3126,0.5541
ego-facebook,edge,-1,['clus_coef'],False,all,attr_10,True,0.8077,0.6721,0.9433
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,['clus_coef'],False,all,attr_10,True,0.6352,0.3887,0.8817
ego-facebook,edge,-1,['clus_coef'],False,all,attr_11,True,0.9292,0.8665,0.9918
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,['clus_coef'],False,all,attr_11,True,0.8335,0.7203,0.9466
ego-facebook,edge,-1,['clus_coef'],False,all,attr_12,True,0.0,0.0,0.3686
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_12,True,0.0,0.0,0.0
ego-facebook,grum,-1,['clus_coef'],False,all,attr_12,True,0.0,0.0,0.0596
ego-facebook,edge,-1,['clus_coef'],False,all,attr_13,True,0.056,0.0,0.4732
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_13,False,0.0,0.0,0.0321
ego-facebook,grum,-1,['clus_coef'],False,all,attr_13,True,0.0,0.0,0.3056
ego-facebook,edge,-1,['clus_coef'],False,all,attr_14,True,0.526,0.3255,0.7266
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_14,True,0.0,0.0,0.4289
ego-facebook,grum,-1,['clus_coef'],False,all,attr_14,True,0.0737,0.0,0.4629
ego-facebook,edge,-1,['clus_coef'],False,all,attr_15,True,0.7258,0.5529,0.8987
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,['clus_coef'],False,all,attr_15,True,0.7442,0.5862,0.9021
ego-facebook,edge,-1,['clus_coef'],False,all,attr_16,True,0.8195,0.6852,0.9537
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,['clus_coef'],False,all,attr_16,True,0.559,0.2695,0.8484
ego-facebook,edge,-1,['clus_coef'],False,all,attr_17,True,0.0,0.0,0.4419
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_17,True,0.0,0.0,0.4143
ego-facebook,grum,-1,['clus_coef'],False,all,attr_17,True,0.0,0.0,0.1821
ego-facebook,edge,-1,['clus_coef'],False,all,attr_18,True,0.8335,0.6608,1.0
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,['clus_coef'],False,all,attr_18,True,0.7996,0.5836,1.0
ego-facebook,edge,-1,['clus_coef'],False,all,attr_19,True,0.8396,0.7582,0.9211
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_19,False,0.1782,0.0419,0.3145
ego-facebook,grum,-1,['clus_coef'],False,all,attr_19,True,0.6663,0.5059,0.8267
ego-facebook,edge,-1,['clus_coef'],False,all,attr_20,True,0.8736,0.8022,0.945
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_20,True,0.1848,0.0264,0.3433
ego-facebook,grum,-1,['clus_coef'],False,all,attr_20,True,0.3455,0.0,0.7541
ego-facebook,edge,-1,['clus_coef'],False,all,attr_21,True,0.2543,0.0,0.5126
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_21,False,0.0,0.0,0.1294
ego-facebook,grum,-1,['clus_coef'],False,all,attr_21,True,0.2951,0.1259,0.4643
ego-facebook,edge,-1,['clus_coef'],False,all,attr_22,True,0.7494,0.5386,0.9601
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,['clus_coef'],False,all,attr_22,True,0.8124,0.6452,0.9797
ego-facebook,edge,-1,['clus_coef'],False,all,attr_23,True,0.0,0.0,0.4617
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_23,True,0.0,0.0,0.3778
ego-facebook,grum,-1,['clus_coef'],False,all,attr_23,True,0.0,0.0,0.1325
ego-facebook,edge,-1,['clus_coef'],False,all,attr_24,True,0.8951,0.8498,0.9404
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,['clus_coef'],False,all,attr_24,True,0.9388,0.9102,0.9673
ego-facebook,edge,-1,['clus_coef'],False,all,attr_25,True,0.3297,0.1522,0.5072
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_25,True,0.1261,0.0,0.3087
ego-facebook,grum,-1,['clus_coef'],False,all,attr_25,True,0.0,0.0,0.2003
ego-facebook,edge,-1,['clus_coef'],False,all,attr_26,True,0.4991,0.2678,0.7305
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_26,True,0.0,0.0,0.432
ego-facebook,grum,-1,['clus_coef'],False,all,attr_26,True,0.0676,0.0,0.4406
ego-facebook,edge,-1,['clus_coef'],False,all,attr_27,True,0.7204,0.6051,0.8356
ego-facebook,ggsd,-1,['clus_coef'],False,all,attr_27,True,0.0461,0.0,0.5057
ego-facebook,grum,-1,['clus_coef'],False,all,attr_27,True,0.358,0.1028,0.6132
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_0,True,0.927,0.8782,0.9758
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_0,True,0.8195,0.7249,0.9141
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_1,True,0.9313,0.8658,0.9967
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_1,True,0.681,0.4604,0.9015
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_2,True,0.7617,0.6071,0.9163
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_2,True,0.0,0.0,0.4861
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_3,True,0.9094,0.8492,0.9697
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_3,True,0.4246,0.1411,0.708
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_4,True,0.7258,0.5529,0.8987
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_4,False,0.0,0.0,0.0557
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_4,True,0.0,0.0,0.0927
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_5,True,0.8335,0.6608,1.0
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_5,True,0.4512,0.0,1.0
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_6,True,0.9178,0.8201,1.0
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_6,True,0.8897,0.7653,1.0
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_7,True,0.7928,0.7147,0.8708
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_7,False,0.5355,0.459,0.6119
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_7,True,0.6762,0.6111,0.7414
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_8,True,0.8335,0.7774,0.8895
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_8,False,0.0,0.0,0.0
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_8,True,0.2982,0.1633,0.4331
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_9,True,0.8638,0.8083,0.9193
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_9,True,0.2917,0.1776,0.4059
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_9,True,0.3935,0.2465,0.5405
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_10,True,0.9173,0.8423,0.9923
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_10,True,0.6099,0.3601,0.8597
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_11,True,0.9562,0.9133,0.9992
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_11,True,0.8223,0.7034,0.9412
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_12,True,0.711,0.5905,0.8315
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_12,True,0.0,0.0,0.0
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_12,True,0.0,0.0,0.0441
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_13,True,0.7027,0.5601,0.8453
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_13,False,0.0,0.0,0.3103
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_13,True,0.0,0.0,0.1516
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_14,True,0.8211,0.7328,0.9094
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_14,False,0.0,0.0,0.4161
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_14,True,0.0124,0.0,0.415
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_15,True,0.8592,0.7523,0.9662
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_15,True,0.7079,0.5379,0.878
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_16,True,0.885,0.793,0.9771
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_16,True,0.6152,0.3452,0.8853
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_17,True,0.7725,0.6047,0.9402
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_17,False,0.0,0.0,0.399
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_17,True,0.0,0.0,0.3611
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_18,True,0.7996,0.5836,1.0
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_18,False,0.7485,0.4644,1.0
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_19,True,0.9264,0.8689,0.9838
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_19,True,0.3037,0.2016,0.4059
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_19,True,0.5694,0.3549,0.7839
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_20,True,0.8613,0.7711,0.9515
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_20,True,0.188,0.0631,0.3129
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_20,True,0.6011,0.3942,0.808
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_21,True,0.7402,0.6369,0.8434
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_21,True,0.0,0.0,0.1609
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_21,True,0.3089,0.1382,0.4795
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_22,True,0.9176,0.8291,1.0
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_22,True,0.8545,0.7173,0.9917
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_23,True,0.5732,0.3542,0.7923
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_23,False,0.0,0.0,0.1282
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_23,True,0.054,0.0,0.4075
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_24,True,0.9786,0.9631,0.9941
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_24,True,0.9427,0.9156,0.9699
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_25,True,0.8111,0.757,0.8651
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_25,True,0.1052,0.0,0.2873
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_25,True,0.0,0.0,0.2115
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_26,True,0.8706,0.7849,0.9564
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_26,True,0.0,0.0,0.4374
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_26,True,0.0509,0.0,0.4489
ego-facebook,edge,-1,['deg_centrality'],False,all,attr_27,True,0.8687,0.7843,0.953
ego-facebook,ggsd,-1,['deg_centrality'],False,all,attr_27,True,0.0362,0.0,0.5002
ego-facebook,grum,-1,['deg_centrality'],False,all,attr_27,True,0.3103,0.0191,0.6015
ego-facebook,edge,-1,['square_clustering'],False,all,attr_0,True,0.91,0.8526,0.9675
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,['square_clustering'],False,all,attr_0,True,0.8195,0.7249,0.9141
ego-facebook,edge,-1,['square_clustering'],False,all,attr_1,True,0.8195,0.6852,0.9537
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,['square_clustering'],False,all,attr_1,True,0.7217,0.5327,0.9107
ego-facebook,edge,-1,['square_clustering'],False,all,attr_2,True,0.0,0.0,0.5553
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,['square_clustering'],False,all,attr_2,True,0.0,0.0,0.5515
ego-facebook,edge,-1,['square_clustering'],False,all,attr_3,True,0.6967,0.5483,0.8451
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,['square_clustering'],False,all,attr_3,True,0.4536,0.2104,0.6968
ego-facebook,edge,-1,['square_clustering'],False,all,attr_4,True,0.0,0.0,0.3589
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_4,True,0.0,0.0,0.3039
ego-facebook,grum,-1,['square_clustering'],False,all,attr_4,True,0.0,0.0,0.098
ego-facebook,edge,-1,['square_clustering'],False,all,attr_5,True,0.5786,0.1404,1.0
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,['square_clustering'],False,all,attr_5,False,0.4512,0.0,1.0
ego-facebook,edge,-1,['square_clustering'],False,all,attr_6,True,0.8897,0.7653,1.0
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,['square_clustering'],False,all,attr_6,True,0.9297,0.8481,1.0
ego-facebook,edge,-1,['square_clustering'],False,all,attr_7,True,0.6564,0.5531,0.7597
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_7,False,0.5214,0.4454,0.5973
ego-facebook,grum,-1,['square_clustering'],False,all,attr_7,True,0.6095,0.517,0.702
ego-facebook,edge,-1,['square_clustering'],False,all,attr_8,True,0.4306,0.2822,0.579
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_8,True,0.0,0.0,0.181
ego-facebook,grum,-1,['square_clustering'],False,all,attr_8,True,0.3111,0.1768,0.4454
ego-facebook,edge,-1,['square_clustering'],False,all,attr_9,True,0.5554,0.4151,0.6957
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_9,True,0.3695,0.2551,0.4839
ego-facebook,grum,-1,['square_clustering'],False,all,attr_9,True,0.4034,0.2566,0.5501
ego-facebook,edge,-1,['square_clustering'],False,all,attr_10,True,0.7496,0.5761,0.9232
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,['square_clustering'],False,all,attr_10,True,0.62,0.3648,0.8751
ego-facebook,edge,-1,['square_clustering'],False,all,attr_11,True,0.9292,0.8665,0.9918
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,['square_clustering'],False,all,attr_11,True,0.8111,0.6866,0.9357
ego-facebook,edge,-1,['square_clustering'],False,all,attr_12,True,0.0,0.0,0.203
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_12,False,0.0,0.0,0.0
ego-facebook,grum,-1,['square_clustering'],False,all,attr_12,True,0.0,0.0,0.1692
ego-facebook,edge,-1,['square_clustering'],False,all,attr_13,True,0.0889,0.0,0.4723
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_13,False,0.0,0.0,0.1313
ego-facebook,grum,-1,['square_clustering'],False,all,attr_13,True,0.0,0.0,0.2239
ego-facebook,edge,-1,['square_clustering'],False,all,attr_14,True,0.3399,0.0455,0.6343
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_14,False,0.0,0.0,0.378
ego-facebook,grum,-1,['square_clustering'],False,all,attr_14,True,0.0,0.0,0.3979
ego-facebook,edge,-1,['square_clustering'],False,all,attr_15,True,0.7378,0.5709,0.9046
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,['square_clustering'],False,all,attr_15,True,0.7218,0.5529,0.8908
ego-facebook,edge,-1,['square_clustering'],False,all,attr_16,True,0.7663,0.5869,0.9457
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,['square_clustering'],False,all,attr_16,True,0.5984,0.3184,0.8784
ego-facebook,edge,-1,['square_clustering'],False,all,attr_17,True,0.0,0.0,0.5195
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_17,True,0.0,0.0,0.4066
ego-facebook,grum,-1,['square_clustering'],False,all,attr_17,True,0.0,0.0,0.2409
ego-facebook,edge,-1,['square_clustering'],False,all,attr_18,True,0.7485,0.4644,1.0
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,['square_clustering'],False,all,attr_18,True,0.7485,0.4644,1.0
ego-facebook,edge,-1,['square_clustering'],False,all,attr_19,True,0.7777,0.6488,0.9066
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_19,False,0.1085,0.0,0.2562
ego-facebook,grum,-1,['square_clustering'],False,all,attr_19,True,0.5547,0.3275,0.7818
ego-facebook,edge,-1,['square_clustering'],False,all,attr_20,True,0.7941,0.6691,0.9191
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_20,True,0.1553,0.0174,0.2933
ego-facebook,grum,-1,['square_clustering'],False,all,attr_20,True,0.7164,0.5685,0.8643
ego-facebook,edge,-1,['square_clustering'],False,all,attr_21,True,0.1136,0.0,0.4333
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_21,True,0.0,0.0,0.2002
ego-facebook,grum,-1,['square_clustering'],False,all,attr_21,True,0.174,0.0,0.4132
ego-facebook,edge,-1,['square_clustering'],False,all,attr_22,True,0.8335,0.6811,0.9859
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,['square_clustering'],False,all,attr_22,True,0.8124,0.6452,0.9797
ego-facebook,edge,-1,['square_clustering'],False,all,attr_23,True,0.0,0.0,0.3479
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_23,True,0.0,0.0,0.238
ego-facebook,grum,-1,['square_clustering'],False,all,attr_23,True,0.056,0.0,0.4165
ego-facebook,edge,-1,['square_clustering'],False,all,attr_24,True,0.9188,0.8791,0.9585
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,['square_clustering'],False,all,attr_24,True,0.9426,0.9147,0.9706
ego-facebook,edge,-1,['square_clustering'],False,all,attr_25,True,0.2387,0.0482,0.4292
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_25,True,0.2531,0.1157,0.3906
ego-facebook,grum,-1,['square_clustering'],False,all,attr_25,True,0.038,0.0,0.2754
ego-facebook,edge,-1,['square_clustering'],False,all,attr_26,True,0.313,0.0,0.6445
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_26,True,0.0,0.0,0.4427
ego-facebook,grum,-1,['square_clustering'],False,all,attr_26,True,0.0661,0.0,0.4583
ego-facebook,edge,-1,['square_clustering'],False,all,attr_27,True,0.6227,0.4495,0.796
ego-facebook,ggsd,-1,['square_clustering'],False,all,attr_27,False,0.0461,0.0,0.5057
ego-facebook,grum,-1,['square_clustering'],False,all,attr_27,True,0.3452,0.0855,0.6048
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_0,True,0.9337,0.8879,0.9795
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_0,True,0.8265,0.7347,0.9183
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_1,True,0.8463,0.7321,0.9606
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_1,True,0.7267,0.5324,0.921
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_2,True,0.1768,0.0,0.6576
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_2,True,0.0,0.0,0.6294
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_2,True,0.0,0.0,0.4919
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_3,True,0.7666,0.654,0.8792
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_3,True,0.4462,0.1798,0.7125
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_4,True,0.0,0.0,0.5178
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_4,False,0.0,0.0,0.0437
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_4,True,0.0,0.0,0.0
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_5,True,0.7658,0.5205,1.0
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_5,False,0.4087,0.0,0.9965
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_6,True,0.9057,0.8021,1.0
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_6,True,0.9176,0.8291,1.0
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_7,True,0.6231,0.5073,0.7389
ego-facebook,ggsd,-1,['eigenvec_centrality'],False,all,attr_7,False,0.3746,0.2633,0.4858
ego-facebook,grum,-1,['eigenvec_centrality'],False,all,attr_7,True,0.6112,0.5264,0.6959
ego-facebook,edge,-1,['eigenvec_centrality'],False,all,attr_8,True,0.5778,0.4713,0.6842
